winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0xd8f7c90b5d0c8e7eed9cb6859036e5c0abebf8bf,10,1,0,,,,,7098,
0x1f57b7cf79f16e1a4e54d2bb881851679370be44,173,17,3,"5260, 5218, 5120, 14872, 5967, 15645, 9153, 2477, 9757, 5549, 8567, 11733","5658, 15049, 9123",,,"7313, 13820",
0x2debdf4427ccbcfdbc7f29d63964499a0ec184f6,500,50,0,"3241, 2661, 4826, 5241, 15714, 4071, 15038, 4265, 6793, 6284, 3206, 2430, 2192, 5567, 2567, 9963, 8450, 3192, 6857, 14391, 8387, 7838, 6403, 9706, 4301, 14515, 14144, 3217, 3917","5090, 14684, 4023, 7750, 13981, 9917, 7437, 13919, 8438, 15144, 9400","3273, 3472, 15351, 3815, 3036, 15293, 14849",2945,"14716, 14304",
0xef15bd3f923245b24d64d6fbf57f036fe650c23a,360,36,0,"2307, 3560, 8711, 4182, 4899, 8708, 8296, 5726, 1299, 8463, 2245, 9624, 5409, 6455, 4002, 4813, 6614, 1614, 3801, 5992, 6011","1959, 4920, 2180, 4829, 4313, 8501, 1439","5146, 3487, 8939","9468, 5591, 8707","7733, 3329",
0x4f467b806c2e22fa07b8ef267594eebbe6d45f96,170,17,0,"4557, 10776, 9143, 13448, 10637, 5012, 13268, 4177, 8972","10975, 12435, 2766, 10207","10209, 10208, 12502",,12504,
0x8bb31ef866529ad82ac6cb6ecc891a73c4f9212c,20,2,0,12332,,,,15449,
0x083874c01996aa7fc8f14036637f508880ec2b1a,10,1,0,,,,,8969,
0x1b6c44a6a8f40763521b4c31c411c81a8afee6bf,10,1,0,,,,,2834,
0x05ca9d2f618803dfd5f2cc0f12dd85adfa27a518,20,2,0,7472,,,,14925,
0x433e7f8e28cdd827016f656b25ce9ef46558844a,20,2,0,,7265,,,5147,
0x36fb3f7bfc472230d1f0088cd70e74caaa49b61f,11,1,1,,,,,3122,
0x883384adbd24a0cc7968e5d13af3470d75f376dd,143,13,13,"4274, 4999, 727, 4099, 77","12253, 6420, 13437","11181, 953",14091,"14341, 726",
0x6464fa93c371a67536ec7ec278363a318bf52e70,61,6,1,"7415, 125, 9788",,,12511,"11656, 10712",
0xebc10bb7172165fd30889525a4351412ec00a31e,30,3,0,9755,3769,,,11246,
0x17b11ed010e715bf4336a88489fe4f0ef6a09dc7,10,1,0,,,,,9180,
0x34863bd08cc4e69ef679fb0323b346015dc89e28,110,11,0,"9105, 1642, 3053, 6797, 1471, 3326","5851, 1576, 3899, 13613",,,5907,
0xb87b3d19954469c442518b01376c617940bdf4e3,10,1,0,,,,,10638,
0x6afcdd36a91e697155fad1c43ab2ba717b17c911,40,4,0,15746,6367,14774,,14278,
0xa14a7bcee81891130ed31e51aeab3a2ea5bc0675,500,50,0,"11490, 9249, 2257, 10881, 7896, 11926, 3517, 13732, 10563, 10073, 1056, 11343, 14436, 14054, 14944, 1043, 2188, 10211, 10880, 11049, 2081, 11541, 11097, 10373, 15664, 10702, 12942","13968, 1201, 14053, 13766, 12575, 6516, 10709, 1640, 10843, 11431, 15383, 15863, 13421, 10749","15763, 13004, 3111, 5029","14787, 10822, 13365","1350, 13426",
0xe417a1a9c3ced73347ac34f1a6a5ac0019a22661,215,21,5,"5366, 1811, 1979, 1446, 1856, 11483, 14087, 7818","8271, 9620, 11636, 10947, 14677, 1668, 10152","8282, 15398","9186, 1897","13256, 8829",
0x64f0d40a9dab3b3288782c91b168efb8531b5210,104,10,4,3761,"1809, 3882, 14957, 1936, 4414, 7992",5515,9350,4299,
0x5dd30940f2eb73524e8f182047bd21c951007aa9,10,1,0,,,,,3547,
0xc475c0af0b199239f8162bb5ea71b80d0687ecc1,10,1,0,,,,,1696,
0x6c2d65145b14978a95d14c8ddc5415d9fc447910,74,7,4,"697, 676","121, 191","162, 6998",,6269,
0x7984f815b4f15b80c98f9351b508580abade0819,20,2,0,,,,3321,12469,
0x194f0fe6d4dfbf198868b1b507cd74122fbfebcc,111,11,1,"3662, 3476, 4728, 3772, 5433, 2271, 4833",,"4734, 4840",3556,5866,
0xf805ff865a8b9415e4b9ff3324b7fb6bc7e85aa2,20,2,0,,1926,,,12576,
0xd43b3e6528147e07c1b3b03e25b32cbe20080792,30,3,0,1173,15075,,,8616,
0x7a04552c0d08da31e9db86f12c62155dc4911639,71,5,21,,"1269, 12347, 15975",11349,,2729,
0xcbe160f43f45145ac82e72ac622c9739dd90052c,31,3,1,10675,4746,,,4939,
0xe5498e40b264a9b8697509833032605cc6103568,50,5,0,1083,"15980, 1704",,2132,15947,
0x4210eee2bc528b0a846eaa016ce8167a840b8b23,10,1,0,,,,,11678,
0xf32ad03fd696bfc9568ed1f45e69080b8ae855b7,10,1,0,,,,,2728,
0xf89e9c12d9a863f1af8993fecbb89a8972f5df6e,30,3,0,"10581, 10234",,,,13727,
0x15e4ba6e86572da54103646cf147e8912c93715c,110,11,0,"1799, 6848, 1289, 13477, 3697","8704, 5582",11232,"15491, 12208",8968,
0x54778382f3064254785394df3297e9e1163f94c9,43,4,3,"9997, 3894, 14006",,,,11291,
0x8c0a97d867ce9f433b45788c1dc92501cbd2a109,10,1,0,,,,,12572,
0x696516aa6e8e3c8c04fc517579c30a6e957c359f,113,11,3,"1878, 142, 318, 3106","3293, 139, 729",131,"173, 782",594,
0xf02beb19521392f60607cfea78af80b53c768fc0,30,3,0,6808,5230,,,289,
0x6234bb2b5b04c5ca2fdbb95ed7770e6c8735b253,30,3,0,"10925, 6713",,,,6418,
0xa33f127dbc8d625657ad3b995879e9313fd42446,20,2,0,9491,,,,7574,
0xd3ce92528eeaddc2763d8a233b05a5eee9e0cad4,20,2,0,12971,,,,10683,
0x2451945f2a788c7a83ca7c57c6e7f0278849baa3,10,1,0,,,,,9381,
0x8ed5003d47e6b8a7024ef9cee90403ed786b151e,60,6,0,"12271, 3110, 10894, 11627",14804,,,15734,
0xfbf1126a4a275560aca3ec13404415c08f97ec29,10,1,0,,,,,3474,
0xa3ca4e6862390addffcba1433cdc62a7c6fab1fb,20,2,0,1666,,,,4656,
0x486cf96e23ef9a7c341deece9d7c3e4f70af7454,10,1,0,,,,,3277,
0x4cfec81930d87c0ec2d38a4819d05a756756d85b,10,1,0,,,,,10062,
0x2304c4997567a91be413a719ad67ebea661d0ef1,73,7,3,"1552, 11898, 10575",8995,14204,2463,8458,
0x4c971454b328c10bba10074ce1455a7305863f86,10,1,0,,,,,8102,
0x6e666614ab02934440435996a76f0ded5baa608d,10,1,0,,,,,4476,
0x8acf08a19c2858a1c9af39b0e52b0a253bea3717,80,8,0,"52, 79, 58",87,"74, 94, 73",,63,
0x1e7d636812afa46f971818ca8e543a835fbf42e4,70,7,0,"3893, 15224","11877, 11617",3865,1808,6246,
0x80db43967a91d9b7c77b82244b5073cb5f5cd60b,83,8,3,"9960, 12018, 12719","15826, 8395",10762,,"6751, 7399",
0x0766bb96f79815a3369567f70b6b2bf5802de74b,30,3,0,,5419,3389,,7876,
0x81ce2563c10537c301c9d6df4553356eadaa3b6f,10,1,0,,,,,15312,
0x9b6f71f812dd6c9a51cb7070b1f72d2788980f39,70,7,0,3096,"15374, 2234, 6323",5635,,"1018, 12467",
0x323c64bbda14fe2d5d537f2059de69c2cef724df,10,1,0,,,,,6268,
0x331b4a1242ad6a794ef127bd61fe57d7bdfdbb80,40,4,0,13870,2012,,13033,342,
0x1f6f1da4c610a460d73bd1745ef5b7ecf516d52a,10,1,0,,,,,10219,
0x43d9f2ef1c0c784526b496f38913451ac15c998e,50,5,0,"10486, 5395, 6824",,9840,,13323,
0x3e79c870bea62f3c000d84cd16f82c011f2aabf4,10,1,0,,,,,3833,
0xd488768bdc3e4ca40c15051c509392243d1b14a4,20,2,0,14887,,,,8674,
0xe5636d672df88fab180ae99a4a93feabac6a4f00,100,10,0,"14537, 12960, 13410, 14128","4820, 11635, 8742",,10605,"14262, 8437",
0xaa300c7fc927345162a00b83fca3ebbc5828b5eb,10,1,0,,,,,1255,
0x84013d724971126d33b32686b11d5a16c6f5fe9b,10,1,0,,,,,11775,
0x514fce57599909d417aa2a21ed3814ac979e09ff,10,1,0,,,,,6148,
0x9e174789337b6650fdbb77883f77fd99c2af2f10,20,2,0,6452,,,,10939,
0xd4276d76ccaadf4c335024e072cf1d212ac9afcc,64,6,4,"10900, 3420, 11261, 1892",980,,,5744,
0xc7c308bbe4d3062926747c44ceb3bbdceb3e3e68,10,1,0,,,,,3594,
0x30d52e7107e7b8ca511994be717eae7bbbce925a,78,7,8,"833, 2532, 8933, 6926","485, 3215",,,3486,
0x1170c7e14499796864be2317879576a1c83a4435,10,1,0,,,,,13442,
0x44a3ccddccae339d05200a8f4347f83a58847e52,508,50,8,"3637, 10855, 7674, 10006, 6993, 4561, 11966, 5061, 4622, 7374, 15146, 11625, 11504, 3428, 2418, 12940, 7917, 12482, 10293, 3538, 12713, 6397, 6917, 11182, 12694, 5393, 2090, 9501, 4098, 8327, 4207, 7958, 2996","1762, 2043, 4764, 6453, 4616, 4074, 12331, 10564, 5891, 6889, 4712, 4787, 12669",1298,"12457, 3199",4580,
0xb26f6674bbb68329952a3e854521c80c4e3e494e,10,1,0,,,,,14546,
0xea9f83606ea6b80f15ddcfc8bacd61df1a12225a,10,1,0,,,,,9499,
0x89120be7ab012b6a67c1d8f3bc418ca30a99f939,450,45,0,"14255, 15816, 5193, 14012, 6279, 1544, 8440, 15425, 3442, 14379, 4281, 14975, 14682, 229, 4457, 4484, 4102, 5485, 6244, 15879, 6168, 3179","10983, 2028, 11082, 9457, 4030, 2800, 14529, 5365, 4370, 2179, 7586, 9831, 9370, 4705, 4602, 15470, 9462, 8164, 4974, 14163",5506,5607,9063,
0x9a1932f278ce98ce8f81e7d73a2cdb49d2eb76c8,45,4,5,"5323, 8531",,,8728,3166,
0xaddb8386c3310faab56118c8375aeac53275ae74,60,6,0,"7499, 6281, 15483",7483,15405,,15366,
0x9cd75894548a8969e924f0b3af6bf8dc27612b71,10,1,0,,,,,1205,
0xb93b359ea68c2a2ae5ca5459e2d24a0c49fd002a,10,1,0,,,,,13303,
0x77d20f43b5aeb69a533e2e8a64020491d3e3d198,120,12,0,"6484, 3341, 10865, 12056, 12515, 15359","14247, 12066, 5154, 11077",,4508,3543,
0xeae7a6a8b21e371c13f115a1216e9ede68df8166,20,2,0,,,2943,,4978,
0xa9c7c166e270cda1f74af280f5189f72367e9fd1,60,6,0,"15172, 15319",1296,12223,10291,10289,
0xfbcb950fd13add1fe0ba95440fba0851575c617d,166,15,16,"14094, 4898, 5846, 12761, 15053, 7903, 12430, 8345, 11251",12147,"12869, 11729","3619, 9248",13702,
0x27ee7fcb38f40352d34bdbf3214bcc57af3f10d7,10,1,0,,,,,4465,
0x6783864965cfa56c798da4be7565debe7e75a32a,10,1,0,,,,,712,
0x328375e18e7db8f1ca9d9ba8bf3e9c94ee34136a,10,1,0,,,,,1735,
0x09475932572e8274a2a936152b4b7f1b03c02975,11,1,1,,,,,5382,
0x3546bd99767246c358ff1497f1580c8365b25ac8,449,41,39,"10206, 6201, 10852, 8049, 11692, 10242, 13010, 3327, 10093, 5691, 2467, 10076, 14924, 11748, 7151","1090, 7153, 4805, 1830, 12821, 8545, 15705, 12471, 5142, 4048, 3698, 10366, 6563","14543, 10273, 4863, 6830, 3985, 11514, 2306","11476, 10440, 15186, 5995, 14798",11134,
0xbebc50a3f2bf81bc39aac99c3fdb36f82ac9fc7c,10,1,0,,,,,14740,
0x7cf5a6b33f0d171f0d63cb50b11ed7c9860973f0,10,1,0,,,,,12173,
0x7ab2394fe9c520431c0fed09e3d54f915be764aa,114,11,4,"10061, 7093, 2134, 11142, 9885, 5539",12101,1650,6908,"6054, 2931",
0xa8a3a288d46e3014b383768ff9ef4cf9ec2839d3,10,1,0,,,,,15123,
0x7fe1533c2e9aab11d0e5074274edc53eeff8d840,80,8,0,"14343, 5386, 9358",,"1798, 9919, 3075",14268,7868,
0x570f3f09eec05a0d77927c840a65149dd8202254,52,5,2,"8250, 15188, 14552",14665,,,13236,
0x0d78be9279b0bc6e2dc86dce29140eeb6ac95f52,20,2,0,7024,,,,8454,
0xf67e69c363771abf7319c4995acbc99f90e32d61,110,1,100,,,,,8151,
0x5551779c9b333f9a7b83d9a06dc800e19b80b5de,10,1,0,,,,,2464,
0x9b86290f92aeee93044b4bcb238c773c99e8e3d6,22,2,2,,,,4867,706,
0xfa1ee7d6ee50cd55854e11fbfaeac7c8dfaab500,21,2,1,,13852,,,6449,
0xaf23ae32fdfb5088722e6f7ce2e7f69a0d6b6ca7,30,3,0,"13972, 9726",,,,8192,
0xdaf82a32271144a028089e84373fbec112a37fa1,240,24,0,"947, 875, 703, 421, 267, 662, 307, 6447, 442, 590, 1706","519, 755, 4444, 575, 642, 9920, 614, 884, 170","5848, 2590",749,202,
0x3bcd2f5644ceb5ca27fd7862b4d2d511d1f71a8e,90,9,0,"8415, 13093","4744, 1606, 12950, 10368",,"14173, 1628",11662,
0xba068f3b39cc87e99fccd549f8704c37221c440e,10,1,0,,,,,6885,
0x9a70d89db9a7ae5c04d2bea3049d136098e32e22,329,32,9,"11141, 1828, 10465, 11882, 4674, 12254, 5178, 2592, 12231, 1562, 15450, 7562, 12261, 1164","14723, 10944, 1038, 12349, 2017, 1929, 3528, 6164","8685, 14657, 8155, 6165, 10550, 15667","4586, 14752","11927, 7468",
0x087886a2aa1e263bd72eb67a365d268a3e13c85b,11,1,1,,,,,12605,
0xf98a39456903cfde206603bdd1e1d4227dbe1243,30,3,0,10004,,7957,,936,
0x6519cc343b07b3cc7d67d2ba35ae6b56da91f135,150,15,0,"8039, 6826, 8748, 8432, 7174, 5830, 5412, 11409, 13202, 9429","3216, 2598",14088,10166,14234,
0xb6d19afe6de6c1ab49b964e202ebbf6b8e590a33,32,3,2,,6709,,9307,9158,
0x915c46b1201b5bd09b8161293dcd6eed413dbc78,10,1,0,,,,,2239,
0x8fac67df2d34b7ba75124fd42e2906088af789dc,270,27,0,"8730, 2689, 9592, 7196, 4816, 14412, 13582, 7817, 13164, 8976, 5222, 7384, 5088","10346, 592, 8907, 2484, 15386, 11613, 6149, 5758","1063, 13857, 14983, 5162",6576,1066,
0x54fd54790bc42eec8feafa20f13dc97dc338af07,21,2,1,,,623,,15736,
0x7c6a349137d2f3f79677633fbc3643ae126711e2,10,1,0,,,,,845,
0x6efa7b45769842f83c926f4403d8a8417596e90b,20,2,0,652,,,,6556,
0x8070b2c146a9b65f19051ae38ff8a47b92007ad6,10,1,0,,,,,6006,
0xfce7cff486c2bc704f27ed3f21578f60e1775b91,50,5,0,"15847, 2984","11163, 10272",,,5847,
0x714d7baf5067855eba892296b6c6d94a09857010,20,2,0,,2514,,,2513,
0x26baca8edf14e0117b5222efc1b1398c512e3a98,145,14,5,"6933, 13231, 12618, 14781, 8560, 2413, 12896","990, 12778, 9069","14400, 6608, 3360",,11065,
0xc910b321a377e9a58655c2d589d5863633bd25f4,70,7,0,"3047, 4698, 5077, 3705",5340,,5242,2440,
0x33465c495d8c798bb537ee9e56777a3d78c457b5,10,1,0,,,,,14580,
0xc7d430d97b86fad363139f98874ffc2eeb582fdd,40,4,0,,860,"962, 669",,492,
0x9f226268adec647cde21e1caf16cbfaa8144ed7f,80,8,0,"15583, 15796, 5631, 13980, 15080","9851, 7304",,,13862,
0x9e646127f8c7b44e66e56f53bdffb079b2896c0d,100,10,0,"7237, 9775, 2067, 13894, 7730","2101, 5045, 14418",7365,,7113,
0x22be68da20c128e7b27da7daf3b6103d73d1483f,10,1,0,,,,,4185,
0xdbb3f1bdc0353eba1c57dce84fc6a5c3975b321f,50,5,0,"5466, 9479, 5156",12779,,,7360,
0xb8262ea2017dbe1d33049b8cbfc4fc9e08da9d3a,31,3,1,"2120, 9200",,,,809,
0xc838b08d14d1259b5c5742496ea3fcac7f4e7ce8,50,5,0,"5932, 3060",6378,,9389,1514,
0xe5ba1d0db5b72c963b4d170f2a9634d55409756b,50,5,0,15354,"5043, 8661",12609,,10054,
0xb70cc02cbd58c313793c971524ad066359fd1e8e,10,1,0,,,,,8057,
0xa08c9a634a85212661b456f555e07155524e313c,60,6,0,"7100, 1027, 5852",4983,2672,,15939,
0x277e21c1dad0740b322ba74f5015f8c4337b0632,22,2,2,4850,,,,2047,
0x96232d041648046c17f428b3d7b5b8363944188b,10,1,0,,,,,10283,
0xef64c911fe7d6a7d94d475e55bfb27484ee786d9,210,21,0,"9828, 13699, 11800, 1005, 11239, 14004, 3384, 12228, 8997, 3682, 9187, 5464","14707, 12638, 11923","3485, 15954, 15200","14988, 9179",11766,
0xb75f87261a1fac3a86f8a48d55597a622ba3cc48,30,3,0,2717,3429,,,11153,
0x6572854e645d6b34d209db918a53d0e5ce72cbda,20,2,0,13661,,,,14699,
0xc0963ab26dad877b9e5a00170f073718d1919e07,30,3,0,"12927, 14946",,,,419,
0xfd2bd22f13548601f26dc521ebfdcfcb91d46de9,10,1,0,,,,,5959,
0xeec2c5a427d38cec72fe2f1cf64b42dd7de60961,400,40,0,"2990, 13221, 6109, 15463, 9794, 2501, 7864, 5705, 1884, 2551, 8047, 1256, 7419, 9432, 2322, 13617, 5015, 6166, 6408, 5803, 6233, 12396, 5765, 2401","8957, 14730, 5645, 1652, 14416, 15695, 2275","14776, 4599, 15856, 7395, 2118, 2360, 10950",15311,9979,
0x91fbe77e3d33387d68bbbd2faed4a058e23ec34b,10,1,0,,,,,13250,
0xafcf878aa6c4b9d724638c984540de31e2c65620,10,1,0,,,,,12212,
0x803e2e99072174da78d31b834071a3fd5092d121,10,1,0,,,,,3170,
0x7c6b51d7757cd31e2d6d692aad42caa4f9bd567a,110,11,0,"855, 542, 164","4106, 3831, 1287, 1042","10394, 2131, 3587",,2753,
0x885dcfea203220b67713f9277777570c75436089,120,12,0,"742, 13589, 3033, 7704, 13156, 13551, 7731, 15303",4889,4554,13960,406,
0x77e27652b7441c5880927423f22cf9e69c298f5e,31,3,1,15665,,15296,,6864,
0x9c08d8590458fe6a8e41d129639a3ab5e9600433,230,23,0,"2254, 9347, 4857, 4372, 9579, 11722, 6286, 13623, 15204, 3709, 7375","11110, 7255, 4861, 12289, 13024, 2603","14285, 10466","7895, 8207","9424, 12934",
0x01475892130cd275afec76b54c93ffa43433ae2a,140,14,0,"3054, 12108, 10758, 10616, 1117, 368, 275","11341, 3164, 932",13320,12611,"13761, 9714",
0x0c4f6bafb40663bec5a24cab510c4764e4c4d86c,20,2,0,15773,,,,13529,
0x842969a287805aef76b3357218db9c5449e254a0,10,1,0,,,,,9497,
0xa5d0ad68014026feee78a1fffd2a93797194750e,10,1,0,,,,,6582,
0xb156b5afcbaade6202008348e8b1fd2eef05d537,62,6,2,10606,"14923, 13171, 5709",,5832,13039,
0x0f46ed0c3d6d236c1a9f48a56813193956d2c04a,10,1,0,,,,,5309,
0x425b9f102ae8bdd9be6c79fff131c5f1ad8683e5,90,9,0,"1760, 15866, 4587, 11313, 11623, 6580",13593,1396,,12633,
0x7d36c0d819272335a2753ebeacfd1145bb00e140,50,5,0,"5650, 5151","5559, 1230",,,6432,
0xf981b1da85d5db8210cff484e364881e2d5cfb5a,94,9,4,"4075, 15594, 11081, 2053, 2928",2812,10144,15965,2437,
0xcfc00684da8b0ccc00d10653d436d4b98331477c,70,7,0,"2335, 15041, 2754, 12963","3143, 9061",,,4142,
0x0d8be426d187619c18380c453b1be07e0f8cc939,77,5,27,15882,"382, 5839",,832,9348,
0x68c9e2a623fc56e96626c939009dd3ec8cd2a14f,30,3,0,2867,,9032,,6394,
0x73da1af06106a7f3ac717ef0fd637177175d98b7,30,3,0,10850,10543,,,2963,
0x21b13fce690747645c81185a9890be5d82315332,20,2,0,3004,,,,5037,
0x3a9eb2d9ef30e121f6fb4a0e4d3df3175381d2eb,60,6,0,"12478, 12811, 299","9240, 7800",,,1574,
0x17c3cc18fe44b30af127527263c98f8733222ae4,40,4,0,12129,,"9673, 2579",,3181,
0x50a8abc19fdfa6385f83bf3cc9c39016fe9b3ab5,40,4,0,"5676, 5044",5425,,,6737,
0x404f5b6f118839f6bc49553374f048e85a987ab0,172,17,2,"338, 2359, 2669, 10697, 11659, 1756, 7924, 2651, 3565, 2456, 992, 10024, 1185","9994, 3680",9218,,2202,
0x1f151fc620b031533c26b65a4c84babf4b283bf5,93,9,3,"4078, 7945, 6096, 5276, 12737","8974, 6086",,11546,6831,
0x480928ab36f726911092417d4ee67ccbebfef2f4,20,2,0,14644,,,,10965,
0xde64416af4739eb13f7aafc0197ac7baabead753,10,1,0,,,,,5058,
0x2dd9580e1b34acf4b4ee1a9cb8065fd32d94d6f5,10,1,0,,,,,996,
0xce6a74ac5f4352847be22be6c2baf1bd6b3a33a5,10,1,0,,,,,15846,
0xcba794653c56b28800ae4fe5c2ea2c89712c964c,71,6,11,15479,10347,"2438, 4527",,"11544, 12317",
0x6b670d7a68dbf19089a208c15c0fc0fc3e9ebf94,30,3,0,"6879, 3836",,,,13464,
0x3febb7a93aa9865c7bc1ae14dcc94ff0a7132d46,90,9,0,"6027, 14070, 7050, 9115","1831, 10917","9593, 2778",,5899,
0x0278a825d149bb16d70137d002314f56631db768,10,1,0,,,,,12463,
0xd90664d053873c8cdd492b21fca3ec98ca923edc,20,2,0,5510,,,,15906,
0x89d88ffa2ba72ba029c7040e3cd26caa7e7678d1,10,1,0,,,,,15298,
0x9d34d88e07f099161bb9b2ba302a55688e83433f,40,4,0,"1712, 568",10500,,,16,
0x9f66bcae0397dceef7c9a1dbaa846c027de737fb,14,1,4,,,,,1853,
0xb1cb732f2a8108ac0cfb57b1faacb90fbd85e88a,51,5,1,10962,"3919, 3091",4068,,3760,
0xc595473061cd7462e65c406b0bd9d533a4d14d5e,12,1,2,,,,,9082,
0xa4495053f5b63b1c9a5b4e6ef89f5513eb5f12f5,10,1,0,,,,,14954,
0x4045b80d2a2ba793c2cb3a9b7a9d46640868ee25,10,1,0,,,,,5212,
0xd210a01936a901c79254de8fc693f743e5757f8f,20,2,0,518,,,,6260,
0x8e611b4f46a353aae8fa55af10b5cec24f5f1db8,10,1,0,,,,,5420,
0x44266f38ea9ef4e85a77310518b1cb6d5a56349b,10,1,0,,,,,487,
0xc4c4b1b72a2a0126c61d6f713106ab47ddb242c5,223,21,13,"1409, 296, 5106, 7534, 11755, 4824, 13976, 5624, 507, 13381, 481, 2376, 493","10474, 310, 15742, 15362",13851,"11736, 11903",8916,
0x9c15153c9611903f5f6843b883888112d5c40576,42,4,2,13540,13833,11727,,7609,
0xc03b81393f444565c2fdee8793c1bed3ce2cda89,30,3,0,,110,15810,,11378,
0x72cc766074a0394744b7da382cde96a5ca9dfebf,40,4,0,,12938,,"13070, 8622",1266,
0x3703dd0064290fd7f48d5e0893d3172eadc0ef54,10,1,0,,,,,9762,
0x167ade962cb60346d2525e6a724b3c8e52e73c34,10,1,0,,,,,8492,
0xad24c2b5f214073c6c3fa9ec99dce3c41b215a10,10,1,0,,,,,13647,
0x4fb5ae963c4fda03d98fc3ff8ff287fdf49de548,10,1,0,,,,,14989,
0x28358cef6f55f9746c9c26c62e5728036b4f64b8,120,12,0,"11249, 13528, 10538, 6849, 11481, 3440, 12155, 8234, 3332",11400,3445,,4621,
0xfa4c542e2d9355338e8d66d2e364aabefb45bc34,25,2,5,,1949,,,14313,
0x436f0f724b69dc3af93216c46d95822430967aff,30,3,0,8452,,,10399,9456,
0xaff4acb0d31e577ee69de9b925e8785babdb2e73,30,3,0,14813,3546,,,3545,
0x8fb509aec80473b4e3df11b41754c6d1ff294322,24,2,4,,7701,,,1718,
0xb32687b28c1dc14a07bf92502f02bc2bfce0a21d,10,1,0,,,,,4909,
0x8b82f47a8047a4210dc33f0e8b0da82f52696e04,101,10,1,"3940, 10603","14286, 10019, 2498, 4261, 10056",,"11290, 9208",11987,
0xfa69519696e9d4abdf7d054c3ba44d32fe350ead,208,17,38,"8390, 9112, 15429, 8737, 7099, 9207, 6910","15011, 4597, 9629","6776, 15065, 9959, 10477, 14690",3883,9161,
0x9a37ed4c098e71ff9c335c173b524bcba036d037,220,22,0,"3888, 8935, 12388, 6490, 10748, 12818, 5275, 15523, 13088, 5862, 8177, 5728, 14085","10352, 2486, 12075, 7654, 15972, 4792, 7321, 14528",,,15431,
0xd16164c0982fdf729fd9f9652ab80d57e365333c,56,4,16,"7511, 5616",,13498,,3178,
0xb60a075d12f147c26618e28c0c89048f89d2a6ba,114,11,4,"2980, 10406, 8929, 4950, 10123, 10549",,"8722, 11665, 7775",12789,2077,
0x6a2ec22820fd37c4cef5c4fa07763f760947e818,42,4,2,"5247, 10759",,9533,,7201,
0x33de5f7c0dcffbbc399b603ff539250a2c132e3c,20,2,0,,,,247,102,
0xde88c5f654e43083adaf91206a8a8e225f3605f4,100,10,0,"6883, 11391, 5465","15791, 10952, 3357, 15725","2872, 13740",,7451,
0x02144663aedb916eafe7b72455afbf61a754b102,20,2,0,8735,,,,11300,
0x64a045b77a867f86b418a84398e6b66cdd6f2c5a,20,2,0,3167,,,,7512,
0x701b479294b45147850d747793ab42fe153f00a4,10,1,0,,,,,4654,
0xb377a3eec1dd1d1796dac167262b2cfc18d8c98a,10,1,0,,,,,1129,
0x452ee0ca9675010a45d390f81166fe04e9691eb2,32,3,2,10730,,10281,,15176,
0x7edb23d66db62d9ed576677011f4847ff0ef59ef,20,2,0,3211,,,,12353,
0x887f9c24363b19a97bac67f8b35dfbe1d91bf16a,40,4,0,"15610, 11326",13939,,,11905,
0x69d62b87d953009308ad4a1f538102e27ab78df5,40,4,0,"7331, 5962",14486,,,2125,
0xd3ff8ca90858abf26e7e8a61cff36a8c1363d2e3,40,4,0,"13272, 13430",12646,,,1307,
0x679d5162bad71990abca0f18095948c12a2756b0,96,7,26,"6461, 10374, 13195, 7310",8339,4424,2212,,
0xc065a07f9fe675d3a4b452a791e187bb4cefaa43,90,6,30,"418, 1233, 3576, 674",,2815,197,,
0x3702205145fac0fb99a9b8bc61e33486c126f155,78,5,28,4870,"3260, 7353",6790,3149,,
0xe3890a0ae72bbe8f4cb5f181291f8ba2c81fb82e,56,4,16,"157, 168",113,,14,,
0x7955cbdb910d566e3643057549cf0d5b0118a18d,60,4,20,1804,,"12323, 8121",1779,,
0x47ed5bd0eac12f95aee0e4772802e0559fa728f7,46,3,16,2998,3258,,2865,,
0xbc4ef3345970dc935558e81caaff2f2f58734bd7,26,1,16,,,,748,,
0x72915ad3110eb31768a562f540ac1ebcd51d3dc8,36,1,26,,,,237,,
0x82e133653e5069a61062b28795ef19a99a3d2c75,30,3,0,,,"2164, 7276",8723,,
0xcbbfbc824b16bebacbb063e41b25f7220687508e,30,3,0,668,3303,,8582,,
0xbaf020f09cd8795b8c9d8501d593702c60ef89d7,10,1,0,,,,2926,,
0x89210521d639a1ef9a33ed63a63e67407933d14b,51,5,1,8309,"3734, 10263",9734,15367,,
0x56bc68effcf129bb7278fe839367fce14b5c8164,10,1,0,,,,12424,,
0x114c8bb55cd5823114c37aa2ee58305b32646c42,20,2,0,,,14100,4563,,
0x339833c45e82db98f0c98dc8c5e9e687ed11bd44,50,5,0,"9371, 8370",7717,6177,8280,,
0xba26877c2036e1f2baba63bdd5bfe996b050e13c,51,4,11,"14943, 11288",,7463,4526,,
0xb3b5102aee1557135449ec0d514f2b7334769af2,52,4,12,14171,4286,7155,11151,,
0x97290f43b03861d5c14bded6ad6b3e4fb22f2266,12,1,2,,,,8505,,
0x281649e3afb50abcd283dbab4022666b6e09b86f,40,4,0,"13032, 290",611,,760,,
0xb1367bd5c4d68897ccedabb0641c6ae491b8a697,63,6,3,"3072, 4149, 7286","6356, 7332",,4400,,
0x47e260baa0799ccdf1df4335c20a6881debf419f,30,3,0,"7747, 7408",,,3644,,
